"Name","Category","Price","Stock","Description"
"Double Decker Single sized(4by6) With Storage ","Kids Room - Double Deckers","50000.00","9","
The Double Decker Single Sized (4x6) Bed with Storage is the perfect solution for maximizing space without compromising on style or functionality. This innovative design features two single-sized beds stacked vertically making it an excellent choice for shared rooms or smaller spaces. The integrated storage options, such as drawers or shelves, provide additional space for toys, clothes, or bedding, keeping rooms organized and clutter free. Crafted from durable materials, this bed ensures a safe and comfortable sleeping environment for kids and guests alike"
"Dublin Stand 6 feet long","Living Room - TV Stands","25000.00","20","At Bobby Furniture Kenya, our TV stands are crafted to blend functionality with style, bringing elegance and organization to your living room. Designed with modern Kenyan homes in mind, our stands offer ample storage space for your TV, media devices, and decorative items. Whether you prefer sleek contemporary designs, rustic wooden finishes, or bold statement pieces, we have a variety to match your style and space. Each piece is built with quality materials to ensure durability, easy cable management, and a neat entertainment setup. Upgrade your viewing experience with a TV stand that stands out.
"
"Eden Brown Semi-Recliner 5-Seater","Living Room - Semi Recliners","72000.00","90","A semi recliner is a chair that allows partial reclining, offering a slight backward tilt and elevated footrest for added comfort without fully lying back."
"Elvara 4-Seater Dinning Table ","Dining Room - Four Seater Dining Sets","58000.00","200","Perfectly designed for smaller spaces or cozy dining corners, this 4-seater square dining table offers a stylish and practical solution for modern living. With its clean lines and balanced proportions, it’s ideal for both everyday meals and casual gatherings.

Key Features:

Seating Capacity: Seats 4 comfortably

Shape: Space-saving square tabletop

Material: Solid wood or engineered wood options available

Finish Options: Natural wood, dark walnut, matte black, or custom finishes

Design: Minimalist and sturdy frame with smooth edges for a modern look

Ideal For: Apartments, small dining rooms, breakfast nooks, or studio spaces

Maintenance: Easy to clean surface with durable construction
"
"Extended 5by6 Pink Marque Bed","Bedroom - Headboards","55000.00","900","Upgrade your bedroom with our Modern Queen-Size Bed, designed for both style and comfort. Measuring 5×6 feet, this bed offers ample space for a restful sleep while adding a contemporary touch to your room. Priced at 51,000/=, it combines affordability with premium design.

Features:

Sleek and Stylish: Perfect for modern interiors.

Spacious: Ideal for couples or individuals who love extra room.

Durable Construction: Built to last with high-quality materials.


Why Choose This Bed?

Enhances bedroom aesthetics.

Provides unmatched comfort.

Great value for money."
"Extended 6by6 Light Grey With 2 Nightstand ","Bedroom - Beds","58000.00","9","Upgrade your sleeping space with our exclusive range of upholstered beds, where comfort meets modern elegance. This collection features beautifully crafted pieces, including deep royal blue velvet beds for a bold, luxurious look and soft beige options accented with gold finishes for a touch of class.

Each bed is designed with attention to detail—high, padded headboards offer excellent back support and add a dramatic focal point to your room, while the sturdy wooden bases ensure lasting strength and stability. Whether you're drawn to minimalist lines or rich textures, there's a design to match your unique taste.

Features:

Eye-catching upholstery in rich velvet and smooth leatherette

Stylish headboard designs: vertical panels, gold accents, and soft curves

Strong hardwood frames for long-term durability

Suitable for all bedroom themes: modern, contemporary, or classic

Custom sizing and color options available
"
"Extended 6by6 White Marque Bed","Bedroom - Headboards","60000.00","900","Upgrade your bedroom with our Modern Queen-Size Bed, designed for both style and comfort. Measuring 5×6 feet, this bed offers ample space for a restful sleep while adding a contemporary touch to your room. Priced at 51,000/=, it combines affordability with premium design.

Features:

Sleek and Stylish: Perfect for modern interiors.

Spacious: Ideal for couples or individuals who love extra room.

Durable Construction: Built to last with high-quality materials.


Why Choose This Bed?

Enhances bedroom aesthetics.

Provides unmatched comfort.
"
"Family Feast Dinning Table 6 seater","Dining Room - Six seater DIning Sets","68000.00","20","A wooden dining table is a strong, classic table made from solid wood like oak or pine. It usually has a smooth, flat top where people eat and strong legs to support it. The wood can be light or dark, showing natural patterns. It comes in different shapes like round or rectangular and fits 4 to 10 people. This type of table adds a warm, natural feel to any dining room."
"Fentana Black 5by6 Classic ","Bedroom - Beds","38000.00","9","Transform your bedroom into a haven of style and sophistication with our premium upholstered bed collection. Featuring a stunning blend of bold colors, elegant curves, and fine craftsmanship, each bed is designed to make a statement while offering unmatched comfort. Choose from rich velvet finishes like deep royal blue for a regal touch, or go for the clean, modern appeal of cream tones with gold accents.

These beds are crafted with high-quality wood frames and padded with durable, soft upholstery that adds both structure and style. From sleek vertical tufting to gracefully arched headboards, every design element is thoughtfully chosen to suit both contemporary and classic spaces."
"Fentana White 5by6 Classic ","Bedroom - Beds","38000.00","9","Upgrade your sleeping space with our exclusive range of upholstered beds, where comfort meets modern elegance. This collection features beautifully crafted pieces, including deep royal blue velvet beds for a bold, luxurious look and soft beige options accented with gold finishes for a touch of class.

Each bed is designed with attention to detail—high, padded headboards offer excellent back support and add a dramatic focal point to your room, while the sturdy wooden bases ensure lasting strength and stability. Whether you're drawn to minimalist lines or rich textures, there's a design to match your unique taste.

Features:

Eye-catching upholstery in rich velvet and smooth leatherette

Stylish headboard designs: vertical panels, gold accents, and soft curves

Strong hardwood frames for long-term durability

Suitable for all bedroom themes: modern, contemporary, or classic

Custom sizing and color options available
"
"Fiesta Dinning Table 4-Seater","Dining Room - Four Seater Dining Sets","45000.00","200","Elevate Mealtime with Our 4-Seater Dining Table – Featuring Colourful Fabric Seats
Bring style and warmth to your dining area with this beautifully crafted 4-seater dining table. Designed for both function and flair, it features a sturdy hardwood table paired with four cushioned chairs upholstered in vibrant, colourful fabric. The bold seat designs add personality and charm, making every meal feel special. Whether you're hosting guests or enjoying daily family dinners, this set blends comfort, durability, and artistic flair – perfect for modern homes that love a pop of colour."
"Fire Place Tv Stand ","Living Room - TV Stands","32000.00","20","At Bobby Furniture Kenya, our TV stands are crafted to blend functionality with style, bringing elegance and organization to your living room. Designed with modern Kenyan homes in mind, our stands offer ample storage space for your TV, media devices, and decorative items. Whether you prefer sleek contemporary designs, rustic wooden finishes, or bold statement pieces, we have a variety to match your style and space. Each piece is built with quality materials to ensure durability, easy cable management, and a neat entertainment setup. Upgrade your viewing experience with a TV stand that stands out."
"Golden monarch Wing Chair ","Living Room - Accent Chairs","36000.00","100","Add a regal touch to your space with The Golden Monarch — a statement wing chair dressed in a radiant mustard yellow fabric that brings warmth and bold personality to any room. Featuring the classic Chesterfield deep-button tufting on the high back, this chair blends traditional charm with modern flair. Its curved wings and plush cushioning offer both support and comfort, making it perfect for cozy reading corners, stylish lounges, or elegant bedrooms. Supported by sturdy, sculpted wooden legs, this piece is a true fusion of heritage design and contemporary elegance.

Perfect For:

Statement piece in living rooms

Reading nooks

Bedroom corners

Hotel lobbies or boutique lounges"
"Grey Bubble Fabric L.Shaped Sofa","Living Room - Sectional Sofas","54000.00","100","Sink into softness with the Bubble fabric L-Shaped Sofa, upholstered in plush bubble fabric for a trendy yet cozy touch. This spacious 6-seater is perfect for modern living rooms, offering the ultimate blend of style, comfort, and functionality.

Whether you're entertaining guests or relaxing with family, its deep seats, high-resilience cushions, and breathable fabric make it a crowd favorite.

Features:

Seats 6 comfortably

Premium bubble-textured fabric (soft & breathable)

Deep cushions for extra comfort

L-shape design for space efficiency

Available in a variety of colors

Customizable orientation (left/right chaise)"
"Kikao 3-Seater ","Living Room - Sofas","31000.00","100","Simple, stylish, and built for connection — the Kikao 3-Seater is the perfect gathering spot for conversations, comfort, and quality time. Named after the Swahili word “kikao”, meaning “a sitting or meeting place”, this sofa is thoughtfully designed to bring people together.

With its clean silhouette, medium-firm cushioning, and supportive backrest, the Kikao offers both elegance and everyday ease. Its compact size makes it ideal for apartments, lounges, or guest spaces, while the sturdy frame and soft upholstery ensure long-lasting comfort.

Whether you're hosting guests or enjoying a quiet moment, the Kikao 3-Seater is a smart and stylish addition to any living area.

Key Features:

Seats 3 comfortably

Streamlined design suits modern & classic interiors

High-density cushions for balanced comfort

Durable fabric or leather finish options

Solid wood base for strength and stability


Perfect For:

Living rooms

Office lounges

Guest houses

Urban apartments"
"Lazora 6-Seater L-Shaped Sofa ","Living Room - Sectional Sofas","55000.00","200","Refresh your space with the Lazora 6-Seater L-Shaped Sofa, designed in a calming light blue tone that brings effortless elegance to any modern living room. With its smooth lines, deep seats, and gentle color palette, Lazora is made for laid-back lounging with style.

Key Features:

Seating Capacity: Spaciously fits up to 6

Upholstery: Premium light blue fabric – soft, breathable, and easy on the eyes

Design: L-shaped layout with a clean, relaxed silhouette and wide seating

Frame: Crafted from solid wood for long-lasting durability

Comfort: Plush cushions with supportive backrests and wide armrests

Style: Minimalist with a coastal-inspired color perfect for bright, airy interiors

Ideal For: Family living, open-plan spaces, or stylish apartments

Care: Stain-resistant and easy to maintain for everyday use"
"Lexi Curved Night Stand ","Bedroom - Nightstands","8000.00","200","Soft curves. Bold presence. The Lexi Nightstand brings a refreshing twist to classic bedroom design with its gently curved silhouette and smooth, sculpted finish. Designed to add both elegance and functionality, Lexi stands out with its seamless lines and graceful shape.

Perfect for contemporary or modern glam interiors, this nightstand features a spacious drawer and an open shelf, offering both beauty and practicality.

Key Features:

Unique curved design for a soft, elegant look

Smooth finish with a sculpted edge

One spacious drawer and open shelf

Sturdy build, perfect for bedside essentials


Elevate your space with the charm and sophistication of Lexi — where design meets function with a gentle curve."
"Light Brown 6 Seater ","Living Room - Sectional Sofas","52000.00","20","The Light Brown L-shaped coach is a modern and versatile centerpiece crafted to maximize space and comfort. Its angular design fits seamlessly into corners, creating an open and inviting layout ideal for both intimate settings and larger gatherings. With extended lounging space and a cohesive structure, it offers a perfect blend of form and function. The clean lines, supportive cushions, and elegant upholstery make it a stylish addition to any contemporary living area, enhancing both comfort and visual appeal.

"
"Light Grey Butterfly Design 3+1+1 Sofa","Living Room - Couches in set","56000.00","20","The Butterfly Sofa is a unique and stylish furniture piece that features a distinctive design inspired by the beautiful and delicate wings of a butterfly. It typically has a sleek and modern look with gracefully curved lines that resemble butterfly wings. The sofa is designed to be both aesthetically pleasing and comfortable, making it a stylish addition to any modern living space. Its innovative design sets it apart from traditional sofas, adding a touch of elegance and sophistication to the room."
"Line Vela Classic 5by6 Orange","Bedroom - Beds","36000.00","9","Transform your bedroom into a haven of style and sophistication with our premium upholstered bed collection. Featuring a stunning blend of bold colors, elegant curves, and fine craftsmanship, each bed is designed to make a statement while offering unmatched comfort. Choose from rich velvet finishes like deep royal blue for a regal touch, or go for the clean, modern appeal of cream tones with gold accents.

These beds are crafted with high-quality wood frames and padded with durable, soft upholstery that adds both structure and style. From sleek vertical tufting to gracefully arched headboards, every design element is thoughtfully chosen to suit both contemporary and classic spaces."
"Lorenzia 8-Seater Dinning Table ","Dining Room - Eight Seater Dining Sets","110000.00","200","Make a statement in your dining area with this striking 8-seater dining set, designed with a robust metal frame and sleek curved iron chairs. Blending industrial style with modern comfort, this set is ideal for both spacious homes and stylish commercial settings.

Key Features:

Seating Capacity: Accommodates 8 people comfortably

Material: Full metal construction with solid iron for durability and stability

Tabletop: Available in wood, glass, or metal finishes for a customized look

Chairs: Ergonomically curved iron chairs that offer both support and modern flair

Finish Options: Matte black, rustic bronze, or custom powder-coated colors

Design Style: Industrial-modern with clean lines and bold presence

Ideal For: Large dining rooms, open-plan living spaces, restaurants, or outdoor patios

Durability: Weather-resistant options available; rust-protected and easy to clean"
"Luna Night Stand with gold knobs","Bedroom - Nightstands","8500.00","200","Grace your space with the timeless elegance of the Luna Nightstand. Designed for those who appreciate subtle luxury, Luna features polished gold legs and matching gold knobs that beautifully contrast its smooth, matte finish. The refined details and sleek profile make it a standout piece in any bedroom.

Functional yet fashionable, Luna offers a drawer and open shelf to neatly store your bedtime essentials while elevating your room's aesthetic.

Key Features:

Luxe gold legs and knobs for a sophisticated look

Smooth, contemporary finish

One spacious drawer and open shelf

Ideal for modern, glam, or classic interiors


A perfect blend of style and functionality for your bedside."
"Mabawa Semi Recliner 7 Seater ","Living Room - Semi Recliners","100000.00","9","A seven-seater recliner is a spacious and luxurious seating arrangement designed for maximum comfort and functionality. It typically includes:

Three recliner seats (manual or electric) that allow users to lean back and elevate their feet.

Upholstery made of plush fabric, faux leather, or genuine leather for a soft and stylish finish.

Ample seating space for seven people, arranged in an L-shape or U-shape to suit living room layouts.

Padded armrests and backrests for enhanced comfort.
"
"Mabawa Semi Recliner 7 Seater ","Living Room - Couches in set","100000.00","9","A seven-seater recliner is a spacious and luxurious seating arrangement designed for maximum comfort and functionality. It typically includes:

Three recliner seats (manual or electric) that allow users to lean back and elevate their feet.

Upholstery made of plush fabric, faux leather, or genuine leather for a soft and stylish finish.

Ample seating space for seven people, arranged in an L-shape or U-shape to suit living room layouts.

Padded armrests and backrests for enhanced comfort.
"
"Marbled Bobby Luxe 8 Seater Dinning Table ","Dining Room - Eight seater DIning Sets","98000.00","20","Bobby Lex dining table is a strong, classic table made from solid wood like oak or pine & Solid iron. It usually has a smooth, flat top where people eat and strong legs to support it. The wood can be light or dark, showing natural patterns. It comes in different shapes like round or rectangular and fits 4 to 10 people. This type of table adds a warm, natural feel to any dining room."
"Marbled kiel black & white","Living Room - Coffee Tables","28000.00","20","Our coffee tables are more than just furniture — they’re the centerpiece of your living space. At Bobby Furniture Kenya, we design coffee tables that blend style, function, and durability. Whether you're looking for a sleek modern piece, a rustic wooden charm, or a minimalist glass-top design, we have options to suit every taste and space. Perfect for hosting, displaying décor, or simply relaxing with a cup of coffee, our tables add warmth and elegance to any room. Crafted with quality materials and attention to detail, a Bobby coffee table transforms your living room into a stylish, inviting space.
"
"Mini - Shoe Rack/ Shelf","Storage - Shoe Racks","28000.00","9","It can also act in other  storage units"
"Minimal Dinning Table 6 Seater ","Dining Room - Six seater DIning Sets","68000.00","20","Minimal dining table is a strong, classic table made from solid wood like oak or pine. It usually has a smooth, flat top where people eat and strong legs to support it. The wood can be light or dark, showing natural patterns. It comes in different shapes like round or rectangular and fits 4 to 10 people. This type of table adds a warm, natural feel to any dining room."
"Modern Ceramic Vase","Decor","3500.00","9","Modern Ceramic Vase Fish Tall Design In Matte Black & White, Handcrafted with Snow Powder Mountain Patterns for Home Decor
Available in white and black"
"Modern Sofa Set","living-room","45000.00","10","Comfortable 3-seater sofa perfect for living rooms"
"Modu Bunk Double Decker ","Kids Room - Double Deckers","45000.00","1000","Upgrade your space with the ModuBunk 4x6, a modern double decker bed designed for comfort, durability, and style. Crafted from premium hardwood and reinforced for extra strength, this bunk bed is perfect for both adults and children.

The 4x6 size offers generous sleeping space on both the upper and lower bunks, making it ideal for shared rooms, rentals, or growing families. Optional add-ons include under-bed drawers, a side ladder, or safety rails for kids.

Features:

Solid hardwood frame

Fits standard 4x6 mattresses (top & bottom)

Smooth finish in custom colors

Optional storage drawers & safety rails

Built for long-term durability"
"Modular Bubble Seat Charcoal Grey 6 Seater Large","Living Room - Sectional Sofas","70000.00","9","Experience unmatched comfort and bold modern design with the Cloud Luxe Modular Sofa — a true masterpiece for contemporary living spaces. Designed with deep tufted cushioning and wrapped in plush, premium upholstery, this oversized sectional offers both elegance and relaxation in one stunning package.

Whether you're lounging solo or entertaining guests, its spacious layout and modular design allow for ultimate flexibility and luxurious comfort. Perfect for statement interiors and family-friendly living.

Features:

Ultra-soft, cloud-like deep tufted seating

Premium textured fabric upholstery in charcoal grey

Modular design for customizable arrangements

Built for comfort, durability, and visual impact"
"Mustard Yellow L.Shaped Sofa","Living Room - Sectional Sofas","62000.00","100","Make a statement with this eye-catching mustard yellow L-shaped sofa, designed to transform your living space with vibrant energy and unmatched comfort. Handcrafted by skilled Kenyan artisans, this sectional sofa blends modern elegance with durable quality you can trust.

Why You’ll Love It:
✔ Spacious & Comfortable – Perfect for family lounging or hosting guests
✔ Striking Mustard Finish – Instantly elevates any room’s look
✔ Locally Made – Proudly crafted in Kenya, supporting local craftsmanship
✔ Built to Last – High-quality upholstery resists wear and tear"
"Mustard Yellow Wing Chairs","Living Room - Accent Chairs","62000.00","20","Make a bold statement with our elegant wing chairs — the perfect blend of classic charm and modern comfort. Designed with high backs, graceful “wings,” and plush cushioning, our wing chairs offer both support and style. Whether used as a reading nook accent, a statement piece in your living room, or a cozy corner addition, Bobby Furniture Kenya’s wing chairs bring sophistication and relaxation to any space. Upholstered in premium fabrics and crafted with durable frames, they’re built to offer timeless beauty and lasting comfort.

"
"Mwendo Pole 5-Seater Couch ","Living Room - Couches in Set","98000.00","20","Experience the perfect blend of tradition and comfort with the Mwendo Pole 5-Seater Sofa. Designed with a spacious layout and firm yet cozy cushions, this sofa brings timeless charm to your living space. Its name, "Mwendo Pole" (meaning "slow pace" in Swahili), reflects the relaxed, inviting atmosphere it creates in your home.

Features:

Seats up to 5 people comfortably – ideal for family and guests

Traditional curved armrests for classic elegance

Sturdy wooden frame built for durability

Premium fabric upholstery available in warm, earthy tones

Supportive backrest and deep cushioning for all-day comfort"
"Mwendo Pole 7 Seater ","Living Room - Couches in set","105000.00","20","Mwendo Pole is an expensive and elegant addition to any living space, designed to bring both comfort and sophistication. Its generous proportions and modular layout allow for a harmonious blend of style and functionality. With its extended frame, well-cushioned surfaces, and thoughtfully positioned armrests, it offers ample room for gatherings or quiet relaxation. The refined upholstery and sturdy construction make it a timeless centerpiece, perfect for hosting guests or enjoying everyday moments with family.

"
"Mwendo Pole 7-Seater Grey ","Living Room - Couches in Set","105000.00","20","The Mwendo Pole 7-Seater Sofa is a spacious and stylish seating solution designed for comfort and elegance.  While specific details about this model are limited, similar 7-seater sofas typically feature a combination of a 3-seater, 2-seater, and two single chairs, providing ample seating for families or guests.  These sofas often come with plush cushions, durable upholstery, and sturdy frames to ensure long-lasting use. 
"
"Nairobi Lex 3 Seater","Living Room - Sofas","35000.00","20","Bring elegance and comfort into your home with the Nairobi Luxe 3-Seater Sofa. Handcrafted for durability and designed for style, this sofa features deep seating, firm yet soft cushions, and a timeless silhouette that fits any modern or traditional living room. The smooth fabric finish is both breathable and easy to maintain, making it perfect for family use or formal spaces.
"
"Nairobi Nest 6-Seater Nevy Blue","Living Room - Sectional Sofas","65000.00","20","Upgrade your living space with this elegant Navy Blue L-Shaped Sofa, designed for both comfort and style. Upholstered in premium navy blue fabric, this modern sectional features plush cushioning and a spacious layout, perfect for lounging or entertaining guests.

Key features include:

Integrated Cupholders for added convenience

Deep, supportive seating with high-density foam

Sturdy hardwood frame for long-lasting durability

Reversible Chaise to suit any room layout

Sleek, contemporary design that complements modern interiors"
"Nestella 6-seater with khaki corduroy fabric ","Living Room - Sectional Sofas","56000.00","200","Ground your living space in style and softness with the Nestella 6-Seater L-Shaped Sofa, upholstered in cozy khaki corduroy. With its tactile ribbed texture, earthy tones, and deep seating, Nestella is the perfect blend of warmth, comfort, and understated sophistication.

Key Features:

Seating Capacity: Comfortably seats 6

Upholstery: Soft corduroy fabric in a stylish khaki finish – warm, breathable, and rich in texture

Design: L-shaped layout ideal for lounging, movie nights, or casual entertaining

Structure: Strong hardwood frame with supportive, deep cushions

Aesthetic: Neutral yet bold – pairs well with natural wood, earthy palettes, and cozy spaces

Comfort: Plush, ribbed upholstery offers a relaxed, lived-in feel

Ideal For: Modern homes, boho-inspired interiors, or family-friendly living rooms

Care: Durable, easy-to-clean fabric made for everyday use"
"Nevy Blue Cloud Luxe Modular ","Living Room - Sectional Sofas","70000.00","200","Experience unmatched comfort and bold modern design with the Cloud Luxe Modular Sofa — a true masterpiece for contemporary living spaces. Designed with deep tufted cushioning and wrapped in plush, premium upholstery, this oversized sectional offers both elegance and relaxation in one stunning package.

Whether you're lounging solo or entertaining guests, its spacious layout and modular design allow for ultimate flexibility and luxurious comfort. Perfect for statement interiors and family-friendly living.

Features:

Ultra-soft, cloud-like deep tufted seating

Premium textured fabric upholstery in pale brown 

Modular design for customizable arrangements

Built for comfort, durability, and visual impact"
"Nexa 6-Seater Orange","Living Room - Sectional Sofas","55000.00","200","The Nexa 6-Seater L-Shaped Sofa is where modern design meets everyday comfort. With its clean lines, low profile, and generously cushioned seating, Nexa is built to elevate your living space with minimalist elegance and inviting warmth.

Key Features:

Seating Capacity: Comfortably seats up to 6

Design: Streamlined L-shape layout perfect for corner placement or open-plan living

Style: Modern and versatile with a sleek silhouette and tailored details

Upholstery Options: High-quality fabric or velvet in a range of customizable colors

Frame: Solid hardwood construction for strength and stability

Comfort: Plush seat and back cushions with supportive armrests

Extras: Optional matching ottoman or throw pillows

Ideal For: Apartments, lounges, or stylish family living rooms"
"Nori Nevy Blue 5-Seater","Living Room - Couches in Set","52000.00","2","Nori is a  blue 5-seater with cup holders and golden details is a stylish and functional sofa set. It features rich blue upholstery, built-in cup holders for convenience, and elegant golden accents that add a touch of luxury to your living space.
"
"Nova Night Stand with silver knobs ","Bedroom - Nightstands","8500.00","200","Elevate your bedroom with the modern charm of the Nova Nightstand. Designed with clean lines and a minimalist aesthetic, this piece features sleek silver legs and matching silver knobs that add a touch of luxury. Its smooth finish and compact design make it ideal for both small and spacious rooms.

With a spacious drawer and open shelf, Nova offers the perfect balance of style and storage—whether you're keeping your nighttime essentials within reach or displaying décor.

Key Features:

Elegant silver legs and knobs for a modern touch

Smooth, durable finish

One drawer and open shelf for practical storage

Compact and versatile design


Perfect for modern homes, apartments, or Airbnb setups."
"Nyumbani Coffee Table ","Living Room - Coffee Tables","22000.00","100","Bring charm and functionality to your living space with the Bobby Brew Table — a beautifully handcrafted coffee table designed for modern Kenyan homes. Made from premium mahogany wood with a smooth matte finish, this table blends natural elegance with sturdy craftsmanship. Its low-profile design and wide surface make it perfect for serving drinks, displaying décor, or anchoring your lounge setup. Whether you're sipping coffee or entertaining guests, the Bobby Brew Table delivers timeless style and everyday comfort.

Key Features:

Handcrafted from MDF Board 

Durable, smooth finish with water-resistant coating"
"Nyumbani Lounge 6 Seater ","Living Room - Couches in set","62000.00","20","A 6-seater Nyumbani Lounge is an expansive and elegant addition to any living space, designed to bring both comfort and sophistication. Its generous proportions and modular layout allow for a harmonious blend of style and functionality. With its extended frame, well-cushioned surfaces, and thoughtfully positioned armrests, it offers ample room for gatherings or quiet relaxation. The refined upholstery and sturdy construction make it a timeless centerpiece, perfect for hosting guests or enjoying everyday moments with family.

"
"Orange Cloud Luxe Modular Sofa ","Living Room - Sectional Sofas","70000.00","200","Experience unmatched comfort and bold modern design with the Cloud Luxe Modular Sofa — a true masterpiece for contemporary living spaces. Designed with deep tufted cushioning and wrapped in plush, premium upholstery, this oversized sectional offers both elegance and relaxation in one stunning package.

Whether you're lounging solo or entertaining guests, its spacious layout and modular design allow for ultimate flexibility and luxurious comfort. Perfect for statement interiors and family-friendly living.

Features:

Ultra-soft, cloud-like deep tufted seating

Premium textured fabric upholstery in pale brown 

Modular design for customizable arrangements

Built for comfort, durability, and visual impact"
"Preston Beige 5by6 Bed With 2 Nightstand ","Bedroom - Beds","52000.00","9","The Grey Wooden Bed (5x6) is a beautifully crafted piece of furniture that combines elegance and comfort. Made from high-quality wood, this bed offers both durability and a timeless design that complements any bedroom decor. The spacious queen size ensures ample sleeping space, making it ideal for couples or individuals who enjoy extra room. With its sturdy construction and aesthetically pleasing wooden finish, this bed not only enhances your sleeping experience but also adds a touch of sophistication to your room."
"Prime View Tv Stand Grey","Living Room - TV Stands","24000.00","100","At Bobby Furniture Kenya, our TV stands are crafted to blend functionality with style, bringing elegance and organization to your living room. Designed with modern Kenyan homes in mind, our stands offer ample storage space for your TV, media devices, and decorative items. Whether you prefer sleek contemporary designs, rustic wooden finishes, or bold statement pieces, we have a variety to match your style and space. Each piece is built with quality materials to ensure durability, easy cable management, and a neat entertainment setup. Upgrade your viewing experience with a TV stand that stands out."
"Puffin 6-Seater L.shaped with sherpa fabric ","Living Room - Sectional Sofas","62000.00","200","Wrap your space in warmth and texture with the Puffin 6-Seater Sofa, upholstered in plush white Sherpa fabric. Designed for both comfort and statement-making style, Puffin brings cloud-like softness and a contemporary silhouette to any modern home.

Key Features:

Seating Capacity: Comfortably seats 6

Upholstery: Pure white Sherpa fabric – ultra-soft, warm, and on-trend

Design: Rounded edges and low-profile form for a cozy yet modern vibe

Frame: Durable hardwood construction built to last

Cushioning: High-density foam for deep, supportive comfort

Style: Perfect mix of minimalist curves and plush texture

Ideal For: Lounge areas, chic living rooms, or curated spaces that crave character

Maintenance: Easy to spot-clean and designed for everyday use
"
"Pumziko Kona 6-Seater","Living Room - Sectional Sofas","55000.00","100","Settle into pure relaxation with the Pumziko Kona 6-Seater — a spacious L-shaped sectional crafted for modern comfort and everyday living. “Pumziko” means rest in Swahili, and this sofa delivers just that with its plush cushions, deep seating, and welcoming corner design that effortlessly brings people together.

Upholstered in high-quality fabric (or leather, depending on your material), the Pumziko Kona features clean lines and soft contours that suit any contemporary, family, or urban space. With seating for up to six, it’s perfect for entertaining guests, bonding with family, or simply kicking back after a long day.

Key Features:

Seats 6 comfortably

L-shape layout ideal for corners and open spaces

Supportive backrests & cloud-soft cushions

Durable, family-friendly upholstery

Strong hardwood frame for long-lasting support


Perfect For:

Living rooms

Family lounges

Open-plan spaces

Stylish Airbnbs & apartments"
"Queen Bed Frame","bedroom","25000.00","8","Sturdy queen size bed frame with headboard"
"Raha Corner 6 Seater ","Living Room - Sectional Sofas","52000.00","20","A 6-seater L-shaped coach is a modern and versatile centerpiece crafted to maximize space and comfort. Its angular design fits seamlessly into corners, creating an open and inviting layout ideal for both intimate settings and larger gatherings. With extended lounging space and a cohesive structure, it offers a perfect blend of form and function. The clean lines, supportive cushions, and elegant upholstery make it a stylish addition to any contemporary living area, enhancing both comfort and visual appeal.

"
"Raha Corner 6 Seater Dark Grey ","Living Room - Sectional Sofas","52000.00","20","A 6-seater L-shaped coach is a modern and versatile centerpiece crafted to maximize space and comfort. Its angular design fits seamlessly into corners, creating an open and inviting layout ideal for both intimate settings and larger gatherings. With extended lounging space and a cohesive structure, it offers a perfect blend of form and function. The clean lines, supportive cushions, and elegant upholstery make it a stylish addition to any contemporary living area, enhancing both comfort and visual appeal.
"
"Raha Corner Charcoal Grey 6 seater","Living Room - Sectional Sofas","58000.00","9","Introducing the Six Seater Gray Sectional Couch from Bed Palace Sofas, a perfect blend of style and functionality. This spacious sectional is designed to accommodate family and friends, providing ample seating with its six-seat configuration. The couch features a robust frame made from a blend of kiln- dried solid and engineered wood, ensuring durability and support
Its hand-tied spring construction offers exceptional comfort, while the removable back cushions wrapped in foam provide a plush seating experience
The easy-care polyester upholstery in a neutral gray hue complements any interior decor, making it a versatile addition to your living room. Whether you're hosting a gathering or enjoying a quiet evening, this sectional ensures you do so in style and comfort. Experience the perfect balance of elegance and practicality with this stunning piece of furniture."
"Raha Corner. 9-Seater","Living Room - Sectional Sofas","78000.00","30","Transform your living space with the spacious and stylish 9-Seater Corner Sofa—perfect for large families or those who love to host. Designed to offer maximum seating without compromising on comfort, this L-shaped masterpiece fits beautifully into any corner, making the most of your room.

Features:

Generously seats up to 9 people – ideal for big gatherings

Modern corner design to maximize space

High-density cushions for deep, supportive comfort

Strong hardwood frame for durability and long-term use

Premium fabric or leather options to suit any décor"
"Raha Seat 5 Seater ","Living Room - Couches in set","52000.00","20","A 5-seater 3+2 coach is a spacious and stylish piece of furniture designed to comfortably accommodate multiple people. It typically features two separate sections—one larger and one slightly smaller—creating a balanced layout that enhances both comfort and aesthetics. Upholstered in quality fabric or leather, it often comes with plush backrests, supportive armrests, and a sturdy frame. Ideal for living rooms, it blends functionality with design, making it a centerpiece for relaxation, conversation, or entertainment.

"
"Rosabella Wingback Bed ","Bedroom - Beds","35000.00","100","Add a bold statement to your bedroom with the Rosabella Plush Wingback Bed — a luxurious blend of comfort and style. Upholstered in soft blush pink fabric, this bed features a deep tufted design on both the headboard and footboard, offering a cozy and elegant look. The tall wingback headboard provides a sense of grandeur while also giving great back support. Perfect for anyone looking to transform their space into a modern, inviting retreat.
"
